UserID,Age,Gender,FitnessGoal,ActivityPreference,CurrentFitnessLevel,BodyMassIndex,HealthConditions,TimeAvailability,DietPreference,RecommendedWorkout,RecommendedDiet
U0242,52,Male,Muscle Gain,Yoga,Beginner,19.6,Hypertension,4,Vegan,HIIT,Balanced
U0243,29,Non-Binary,Weight Loss,Strength Training,Intermediate,24.9,Hypertension,9,Vegetarian,HIIT,Low-Carb
U0244,35,Female,General Fitness,Strength Training,Beginner,18.7,None,7,Vegan,Swimming,Balanced
U0245,36,Non-Binary,General Fitness,Cardio,Intermediate,19.9,Asthma,2,Non-Vegetarian,HIIT,Calorie-Deficit
U0246,18,Female,General Fitness,Strength Training,Advanced,20.0,Asthma,7,Keto,Yoga,High-Protein
U0247,22,Male,Weight Loss,Swimming,Advanced,21.7,Asthma,4,Vegan,Weightlifting,Balanced
U0248,49,Female,Endurance,Yoga,Intermediate,25.0,None,4,Vegan,Swimming,Balanced
U0249,39,Non-Binary,Endurance,Cardio,Intermediate,28.3,Diabetes,8,Non-Vegetarian,Swimming,Low-Carb
U0250,18,Non-Binary,Muscle Gain,Cardio,Advanced,26.5,Asthma,4,Vegetarian,Yoga,Balanced
U0251,41,Non-Binary,General Fitness,Cardio,Intermediate,19.5,None,2,Vegan,Yoga,High-Protein
U0252,29,Male,Endurance,Strength Training,Advanced,23.1,Hypertension,4,Non-Vegetarian,Swimming,Calorie-Deficit
U0253,36,Female,Weight Loss,Yoga,Intermediate,28.2,Asthma,5,Vegetarian,Weightlifting,Low-Carb
U0254,20,Non-Binary,Endurance,Swimming,Beginner,25.4,Asthma,3,Non-Vegetarian,HIIT,Calorie-Deficit
U0255,27,Male,General Fitness,Cardio,Intermediate,20.6,Diabetes,8,Non-Vegetarian,Weightlifting,Calorie-Deficit
U0256,29,Male,Endurance,Yoga,Intermediate,19.1,Diabetes,4,Keto,Yoga,Low-Carb
U0257,48,Male,General Fitness,Swimming,Intermediate,20.0,Diabetes,5,Vegetarian,Swimming,Calorie-Deficit
U0258,58,Male,Endurance,Cardio,Advanced,25.3,Hypertension,10,Non-Vegetarian,Yoga,Calorie-Deficit
U0259,41,Non-Binary,General Fitness,Cardio,Intermediate,21.3,Hypertension,3,Vegan,Yoga,Low-Carb
U0260,31,Non-Binary,General Fitness,Yoga,Beginner,20.2,Asthma,4,Non-Vegetarian,Yoga,High-Protein
U0261,50,Non-Binary,Muscle Gain,Yoga,Intermediate,27.9,None,7,Vegetarian,Yoga,Calorie-Deficit
U0262,35,Non-Binary,General Fitness,Yoga,Intermediate,23.7,Diabetes,3,Keto,HIIT,High-Protein
U0263,29,Non-Binary,Endurance,Cardio,Beginner,21.7,Asthma,3,Non-Vegetarian,Swimming,High-Protein
U0264,33,Male,Muscle Gain,Cardio,Beginner,29.3,Hypertension,10,Non-Vegetarian,Weightlifting,High-Protein
U0265,21,Male,Endurance,Yoga,Advanced,23.1,None,1,Vegan,HIIT,Calorie-Deficit
U0266,55,Male,Muscle Gain,Yoga,Advanced,22.4,Asthma,1,Vegan,HIIT,High-Protein
U0267,48,Non-Binary,Weight Loss,Cardio,Advanced,27.8,Diabetes,3,Non-Vegetarian,Weightlifting,Low-Carb
U0268,60,Male,Muscle Gain,Strength Training,Intermediate,28.8,None,5,Vegetarian,Yoga,Calorie-Deficit
U0269,24,Male,General Fitness,Yoga,Advanced,22.9,Asthma,2,Keto,HIIT,Low-Carb
U0270,29,Non-Binary,Muscle Gain,Strength Training,Advanced,20.8,Asthma,1,Vegetarian,Yoga,Calorie-Deficit
U0271,58,Female,General Fitness,Swimming,Intermediate,20.0,Diabetes,3,Vegetarian,Swimming,Balanced
U0272,60,Male,Weight Loss,Swimming,Advanced,24.3,Diabetes,6,Keto,Weightlifting,Calorie-Deficit
U0273,26,Non-Binary,Muscle Gain,Swimming,Beginner,19.8,Hypertension,4,Vegan,Swimming,Balanced
U0274,30,Non-Binary,General Fitness,Cardio,Beginner,29.4,Diabetes,10,Keto,Weightlifting,High-Protein
U0275,45,Male,General Fitness,Yoga,Intermediate,24.1,Asthma,10,Non-Vegetarian,HIIT,Low-Carb
U0276,56,Non-Binary,Muscle Gain,Yoga,Intermediate,18.8,Hypertension,9,Non-Vegetarian,HIIT,Balanced
U0277,27,Male,Weight Loss,Cardio,Intermediate,20.1,Asthma,5,Non-Vegetarian,Weightlifting,Calorie-Deficit
U0278,53,Female,General Fitness,Strength Training,Beginner,20.5,Asthma,9,Vegetarian,Yoga,Calorie-Deficit
U0279,26,Female,Muscle Gain,Swimming,Beginner,23.1,Asthma,10,Vegan,Weightlifting,High-Protein
U0280,48,Female,Endurance,Swimming,Intermediate,27.0,Diabetes,9,Keto,HIIT,Calorie-Deficit
U0281,51,Female,Weight Loss,Cardio,Intermediate,27.6,Asthma,3,Keto,Yoga,Calorie-Deficit
U0282,55,Male,Muscle Gain,Yoga,Intermediate,26.2,None,9,Vegetarian,Yoga,Balanced
U0283,47,Male,Muscle Gain,Yoga,Advanced,23.5,Diabetes,6,Non-Vegetarian,HIIT,High-Protein
U0284,58,Non-Binary,Endurance,Swimming,Advanced,22.7,Asthma,8,Non-Vegetarian,HIIT,Balanced
U0285,59,Male,Muscle Gain,Yoga,Advanced,28.8,Hypertension,8,Keto,Yoga,High-Protein
U0286,46,Non-Binary,General Fitness,Strength Training,Intermediate,25.2,Diabetes,1,Non-Vegetarian,Swimming,High-Protein
U0287,49,Non-Binary,Muscle Gain,Strength Training,Advanced,27.3,Asthma,8,Vegan,HIIT,Low-Carb
U0288,19,Non-Binary,General Fitness,Yoga,Beginner,22.8,Diabetes,6,Vegan,Yoga,High-Protein
U0289,33,Female,Muscle Gain,Swimming,Advanced,26.8,Asthma,1,Vegan,Swimming,Low-Carb
U0290,52,Female,Weight Loss,Strength Training,Intermediate,28.1,None,3,Keto,Weightlifting,Balanced
U0291,19,Male,Endurance,Strength Training,Intermediate,23.2,Asthma,6,Non-Vegetarian,Weightlifting,Calorie-Deficit
U0292,39,Female,Endurance,Swimming,Intermediate,18.8,Asthma,3,Vegetarian,Yoga,Low-Carb
U0293,26,Female,Weight Loss,Swimming,Beginner,26.4,Asthma,3,Keto,Weightlifting,Low-Carb
U0294,24,Female,Muscle Gain,Cardio,Intermediate,25.8,Hypertension,9,Vegan,HIIT,Calorie-Deficit
U0295,38,Non-Binary,General Fitness,Strength Training,Beginner,23.1,Asthma,10,Non-Vegetarian,Swimming,High-Protein
U0296,48,Non-Binary,Muscle Gain,Yoga,Intermediate,28.9,None,8,Vegetarian,Swimming,Low-Carb
U0297,24,Male,Weight Loss,Yoga,Beginner,19.0,Asthma,1,Vegetarian,Weightlifting,Balanced
U0298,20,Non-Binary,Muscle Gain,Cardio,Advanced,25.3,Diabetes,4,Vegetarian,Yoga,High-Protein
U0299,46,Non-Binary,General Fitness,Swimming,Advanced,28.1,Diabetes,9,Vegan,Yoga,Low-Carb
U0300,56,Non-Binary,Endurance,Cardio,Advanced,23.7,Diabetes,10,Keto,Weightlifting,Calorie-Deficit
U0301,18,Female,General Fitness,Yoga,Advanced,20.7,Asthma,7,Non-Vegetarian,Yoga,Calorie-Deficit
U0302,41,Female,General Fitness,Cardio,Beginner,29.2,Asthma,10,Non-Vegetarian,Yoga,Balanced
U0303,22,Non-Binary,Muscle Gain,Swimming,Intermediate,27.8,Hypertension,1,Vegan,Yoga,Balanced
U0304,19,Non-Binary,Weight Loss,Strength Training,Intermediate,22.3,None,1,Vegan,HIIT,Balanced
U0305,42,Male,Weight Loss,Swimming,Beginner,27.3,Diabetes,3,Non-Vegetarian,Weightlifting,Balanced
U0306,18,Male,Muscle Gain,Yoga,Beginner,20.4,Hypertension,3,Vegetarian,Weightlifting,Low-Carb
U0307,57,Male,Endurance,Strength Training,Advanced,26.2,Hypertension,7,Non-Vegetarian,Yoga,High-Protein
U0308,38,Female,Muscle Gain,Yoga,Intermediate,21.4,Hypertension,4,Non-Vegetarian,Weightlifting,Calorie-Deficit
U0309,39,Male,Muscle Gain,Yoga,Beginner,20.8,None,1,Vegetarian,HIIT,Balanced
U0310,60,Female,General Fitness,Strength Training,Intermediate,19.7,Asthma,7,Vegan,HIIT,Calorie-Deficit
U0311,22,Female,Weight Loss,Swimming,Intermediate,28.6,Asthma,9,Vegetarian,HIIT,Low-Carb
U0312,25,Female,Muscle Gain,Strength Training,Advanced,29.8,None,9,Vegan,HIIT,Calorie-Deficit
U0313,50,Non-Binary,Weight Loss,Cardio,Advanced,26.3,Asthma,10,Vegan,Weightlifting,High-Protein
U0314,45,Non-Binary,Weight Loss,Swimming,Intermediate,27.3,Asthma,9,Keto,Yoga,High-Protein
U0315,57,Non-Binary,General Fitness,Yoga,Beginner,28.9,Asthma,6,Non-Vegetarian,HIIT,Low-Carb
U0316,59,Male,General Fitness,Yoga,Beginner,27.3,Hypertension,2,Non-Vegetarian,HIIT,High-Protein
U0317,39,Non-Binary,General Fitness,Strength Training,Intermediate,18.6,Diabetes,1,Keto,Yoga,Calorie-Deficit
U0318,23,Non-Binary,Endurance,Cardio,Intermediate,29.0,Asthma,2,Vegetarian,Weightlifting,High-Protein
U0319,24,Non-Binary,General Fitness,Yoga,Advanced,28.1,Hypertension,5,Vegetarian,HIIT,Low-Carb
U0320,26,Male,Muscle Gain,Yoga,Beginner,28.4,Hypertension,7,Vegetarian,Yoga,High-Protein
U0321,40,Non-Binary,General Fitness,Strength Training,Beginner,26.2,None,2,Non-Vegetarian,Swimming,Low-Carb
U0322,47,Non-Binary,General Fitness,Strength Training,Intermediate,28.2,None,10,Vegan,Weightlifting,Calorie-Deficit
U0323,39,Female,Weight Loss,Yoga,Advanced,18.8,Hypertension,4,Vegetarian,Weightlifting,Calorie-Deficit
U0324,18,Male,Endurance,Yoga,Beginner,19.7,None,8,Non-Vegetarian,Weightlifting,Low-Carb
U0325,40,Non-Binary,Muscle Gain,Cardio,Intermediate,26.1,Hypertension,8,Non-Vegetarian,HIIT,Calorie-Deficit
U0326,39,Female,Muscle Gain,Strength Training,Advanced,29.2,Asthma,5,Vegetarian,HIIT,Calorie-Deficit
U0327,28,Female,Muscle Gain,Strength Training,Intermediate,20.4,Diabetes,4,Vegetarian,Yoga,Calorie-Deficit
U0328,48,Female,Weight Loss,Strength Training,Intermediate,26.3,Asthma,2,Vegan,Yoga,Balanced
U0329,18,Female,Weight Loss,Strength Training,Advanced,29.7,Diabetes,10,Vegetarian,HIIT,Calorie-Deficit
U0330,54,Female,Endurance,Cardio,Advanced,27.0,Asthma,3,Keto,Swimming,Calorie-Deficit
U0331,40,Female,Weight Loss,Swimming,Advanced,26.0,None,10,Vegetarian,HIIT,Low-Carb
U0332,48,Male,Muscle Gain,Cardio,Intermediate,21.8,None,2,Non-Vegetarian,Yoga,High-Protein
U0333,57,Female,Endurance,Strength Training,Advanced,20.5,Diabetes,8,Vegan,HIIT,High-Protein
U0334,37,Male,General Fitness,Cardio,Advanced,29.1,Asthma,4,Vegetarian,HIIT,Balanced
U0335,52,Non-Binary,General Fitness,Strength Training,Intermediate,28.1,Hypertension,2,Vegetarian,Swimming,Balanced
U0336,34,Female,Weight Loss,Swimming,Advanced,25.4,Asthma,7,Keto,Weightlifting,High-Protein
U0337,27,Female,Endurance,Cardio,Beginner,24.0,None,8,Vegan,Weightlifting,Low-Carb
U0338,19,Female,Weight Loss,Cardio,Intermediate,28.9,Asthma,1,Non-Vegetarian,Weightlifting,High-Protein
U0339,59,Male,Weight Loss,Yoga,Intermediate,22.8,Diabetes,8,Keto,Weightlifting,Low-Carb
U0340,37,Non-Binary,Endurance,Strength Training,Intermediate,23.1,Asthma,2,Keto,HIIT,Balanced
U0341,48,Non-Binary,Endurance,Cardio,Beginner,25.1,None,5,Vegan,Weightlifting,Low-Carb
U0342,23,Male,Muscle Gain,Swimming,Advanced,29.6,Hypertension,8,Vegetarian,HIIT,Calorie-Deficit
U0343,35,Male,Muscle Gain,Cardio,Intermediate,27.8,Hypertension,6,Vegan,Swimming,Balanced
U0344,38,Non-Binary,General Fitness,Yoga,Beginner,23.6,None,5,Vegan,Yoga,Calorie-Deficit
U0345,41,Female,Muscle Gain,Strength Training,Advanced,27.6,Hypertension,8,Vegan,Yoga,Low-Carb
U0346,29,Male,General Fitness,Strength Training,Beginner,24.0,None,6,Keto,Weightlifting,High-Protein
U0347,35,Female,Muscle Gain,Strength Training,Advanced,28.4,Diabetes,5,Non-Vegetarian,HIIT,High-Protein
U0348,26,Female,Endurance,Swimming,Advanced,21.3,None,6,Vegan,Swimming,Low-Carb
U0349,54,Non-Binary,Muscle Gain,Strength Training,Beginner,19.8,Hypertension,8,Vegan,Weightlifting,Calorie-Deficit
U0350,21,Male,Endurance,Cardio,Beginner,29.5,None,10,Vegan,HIIT,Calorie-Deficit
U0351,20,Female,Endurance,Cardio,Advanced,21.2,Asthma,9,Vegan,Swimming,High-Protein
U0352,37,Male,General Fitness,Yoga,Advanced,18.9,Hypertension,4,Vegan,Swimming,Balanced
U0353,32,Female,Weight Loss,Cardio,Advanced,23.0,Diabetes,9,Keto,Yoga,Balanced
U0354,40,Male,Muscle Gain,Strength Training,Advanced,21.3,Asthma,6,Vegetarian,HIIT,Balanced
U0355,29,Male,General Fitness,Strength Training,Intermediate,21.2,Hypertension,6,Keto,HIIT,High-Protein
U0356,19,Non-Binary,General Fitness,Swimming,Beginner,27.9,Diabetes,9,Non-Vegetarian,Yoga,Low-Carb
U0357,58,Non-Binary,General Fitness,Yoga,Beginner,29.2,Diabetes,8,Vegetarian,Yoga,High-Protein
U0358,54,Non-Binary,Muscle Gain,Swimming,Advanced,21.4,Diabetes,3,Vegan,Weightlifting,Calorie-Deficit
U0359,53,Non-Binary,Weight Loss,Strength Training,Intermediate,24.7,None,3,Vegetarian,Yoga,Calorie-Deficit
U0360,19,Non-Binary,Endurance,Strength Training,Beginner,20.1,Hypertension,5,Vegetarian,HIIT,High-Protein
U0361,48,Male,General Fitness,Strength Training,Intermediate,29.5,Hypertension,8,Vegan,Swimming,Low-Carb
U0362,26,Female,Weight Loss,Yoga,Intermediate,26.8,Hypertension,4,Vegan,Yoga,Calorie-Deficit
U0363,20,Male,Endurance,Cardio,Intermediate,22.8,None,1,Vegetarian,Yoga,Balanced
U0364,50,Female,Muscle Gain,Swimming,Advanced,21.0,Asthma,9,Vegetarian,Weightlifting,High-Protein
U0365,40,Male,Muscle Gain,Swimming,Advanced,22.9,Diabetes,10,Vegetarian,HIIT,High-Protein
U0366,45,Non-Binary,Endurance,Strength Training,Intermediate,29.9,Diabetes,5,Keto,HIIT,Balanced
U0367,36,Male,Muscle Gain,Strength Training,Beginner,28.2,Diabetes,2,Vegan,Yoga,Balanced
U0368,35,Female,Endurance,Cardio,Advanced,29.3,Hypertension,8,Vegan,Swimming,Low-Carb
U0369,48,Female,Weight Loss,Yoga,Intermediate,27.9,Hypertension,3,Non-Vegetarian,HIIT,Low-Carb
U0370,28,Male,Endurance,Swimming,Advanced,22.5,Diabetes,5,Vegan,Yoga,High-Protein
U0371,18,Female,Muscle Gain,Strength Training,Advanced,18.5,Asthma,9,Vegan,Yoga,Balanced
U0372,36,Non-Binary,Weight Loss,Cardio,Intermediate,20.0,None,8,Non-Vegetarian,Swimming,High-Protein
U0373,18,Male,Weight Loss,Strength Training,Advanced,20.2,Asthma,6,Vegan,Yoga,High-Protein
U0374,38,Non-Binary,Muscle Gain,Strength Training,Intermediate,24.9,Hypertension,8,Vegetarian,HIIT,Low-Carb
U0375,19,Non-Binary,Endurance,Swimming,Beginner,21.0,None,10,Non-Vegetarian,Weightlifting,Calorie-Deficit
U0376,19,Male,General Fitness,Swimming,Advanced,27.0,None,9,Vegetarian,Swimming,Balanced
U0377,53,Female,Muscle Gain,Strength Training,Intermediate,18.7,None,9,Vegan,Weightlifting,Calorie-Deficit
U0378,36,Male,General Fitness,Cardio,Advanced,22.1,Diabetes,6,Non-Vegetarian,Yoga,High-Protein
U0379,47,Male,Endurance,Swimming,Intermediate,26.5,Asthma,2,Vegetarian,Yoga,Low-Carb
U0380,56,Female,Endurance,Cardio,Advanced,18.7,Hypertension,1,Vegan,Weightlifting,Low-Carb
U0381,56,Male,Muscle Gain,Swimming,Beginner,19.6,Hypertension,2,Vegetarian,Swimming,Calorie-Deficit
U0382,25,Female,Weight Loss,Cardio,Beginner,27.1,Asthma,10,Keto,HIIT,High-Protein
U0383,22,Female,General Fitness,Cardio,Beginner,28.8,None,6,Vegetarian,Yoga,Calorie-Deficit
U0384,20,Female,Weight Loss,Strength Training,Beginner,27.4,None,8,Vegan,Weightlifting,Balanced
U0385,20,Male,General Fitness,Yoga,Beginner,25.1,Hypertension,8,Vegetarian,Weightlifting,Calorie-Deficit
U0386,28,Male,Muscle Gain,Cardio,Advanced,26.4,Diabetes,10,Vegan,HIIT,Low-Carb
U0387,26,Female,Weight Loss,Swimming,Beginner,20.9,Asthma,2,Non-Vegetarian,Weightlifting,High-Protein
U0388,46,Female,General Fitness,Strength Training,Beginner,19.1,Hypertension,10,Keto,Swimming,High-Protein
U0389,58,Female,General Fitness,Strength Training,Intermediate,25.4,None,6,Keto,Swimming,Low-Carb
U0390,24,Non-Binary,General Fitness,Swimming,Intermediate,22.8,Hypertension,1,Keto,Swimming,Balanced
U0391,43,Female,Endurance,Swimming,Advanced,18.6,Hypertension,3,Vegetarian,Weightlifting,Balanced
U0392,60,Female,General Fitness,Strength Training,Advanced,25.0,None,9,Keto,Yoga,Balanced
U0393,60,Male,General Fitness,Cardio,Intermediate,19.7,None,4,Keto,HIIT,Low-Carb
U0394,38,Non-Binary,Weight Loss,Swimming,Advanced,29.2,Hypertension,4,Vegan,Yoga,Balanced
U0395,41,Male,Weight Loss,Cardio,Advanced,29.3,Hypertension,10,Vegan,Swimming,High-Protein
U0396,38,Male,Endurance,Yoga,Advanced,24.1,Diabetes,10,Non-Vegetarian,Yoga,Calorie-Deficit
U0397,21,Non-Binary,Muscle Gain,Cardio,Beginner,25.9,None,7,Keto,Weightlifting,High-Protein
U0398,47,Female,Endurance,Yoga,Intermediate,28.1,Diabetes,7,Keto,HIIT,Low-Carb
U0399,40,Female,Weight Loss,Strength Training,Advanced,27.7,Hypertension,5,Vegetarian,Swimming,Low-Carb
U0400,45,Non-Binary,Muscle Gain,Cardio,Beginner,23.4,Diabetes,9,Vegan,Swimming,Calorie-Deficit
U0401,18,Male,General Fitness,Cardio,Intermediate,23.3,Hypertension,4,Vegetarian,Yoga,Low-Carb
U0402,54,Female,Weight Loss,Cardio,Intermediate,20.8,None,3,Non-Vegetarian,Swimming,High-Protein
U0403,47,Male,Weight Loss,Swimming,Advanced,24.5,Asthma,1,Vegetarian,Swimming,Calorie-Deficit
U0404,41,Non-Binary,General Fitness,Swimming,Beginner,25.4,Asthma,6,Keto,Swimming,Low-Carb
U0405,60,Male,Endurance,Strength Training,Beginner,20.2,Diabetes,1,Non-Vegetarian,HIIT,Balanced
U0406,45,Male,Weight Loss,Cardio,Beginner,27.8,Asthma,2,Vegetarian,Yoga,Calorie-Deficit
U0407,55,Non-Binary,General Fitness,Swimming,Beginner,23.1,Diabetes,4,Non-Vegetarian,Swimming,Calorie-Deficit
U0408,21,Female,Muscle Gain,Yoga,Intermediate,28.8,Diabetes,4,Vegetarian,Yoga,Balanced
U0409,53,Male,Endurance,Yoga,Advanced,25.8,Hypertension,6,Keto,Swimming,Calorie-Deficit
U0410,36,Female,Endurance,Strength Training,Beginner,27.3,Asthma,10,Vegetarian,Swimming,Calorie-Deficit
U0411,39,Male,Endurance,Strength Training,Advanced,27.6,None,8,Keto,Swimming,Balanced
U0412,53,Female,Endurance,Cardio,Advanced,29.2,Asthma,1,Keto,HIIT,Low-Carb
U0413,30,Non-Binary,General Fitness,Swimming,Intermediate,26.1,Diabetes,9,Non-Vegetarian,Weightlifting,Calorie-Deficit
U0414,54,Female,Endurance,Yoga,Intermediate,29.0,Asthma,9,Keto,Yoga,Low-Carb
U0415,27,Male,Endurance,Strength Training,Beginner,22.5,Diabetes,9,Vegetarian,Swimming,Calorie-Deficit
U0416,34,Non-Binary,Muscle Gain,Yoga,Advanced,28.0,None,10,Vegetarian,Swimming,High-Protein
U0417,24,Female,Muscle Gain,Cardio,Beginner,19.1,Hypertension,2,Vegan,HIIT,High-Protein
U0418,58,Non-Binary,Endurance,Cardio,Advanced,29.2,None,9,Non-Vegetarian,Weightlifting,Balanced
U0419,32,Female,Weight Loss,Strength Training,Intermediate,29.2,Diabetes,8,Non-Vegetarian,Yoga,Low-Carb
U0420,45,Male,General Fitness,Swimming,Advanced,24.9,None,4,Non-Vegetarian,HIIT,High-Protein
U0421,52,Non-Binary,Endurance,Swimming,Intermediate,22.4,None,5,Vegan,Swimming,Balanced
U0422,58,Female,Endurance,Yoga,Intermediate,26.3,None,5,Vegetarian,Weightlifting,Balanced
U0423,56,Female,Muscle Gain,Strength Training,Beginner,27.3,None,8,Vegan,HIIT,Calorie-Deficit
U0424,33,Female,Endurance,Strength Training,Intermediate,23.1,None,3,Non-Vegetarian,Swimming,High-Protein
U0425,53,Male,General Fitness,Strength Training,Advanced,23.6,Diabetes,4,Vegan,HIIT,Balanced
U0426,48,Male,Endurance,Swimming,Beginner,29.2,Asthma,9,Vegetarian,Swimming,Low-Carb
U0427,23,Non-Binary,Endurance,Strength Training,Beginner,24.5,Asthma,3,Non-Vegetarian,Swimming,Balanced
U0428,25,Male,Endurance,Swimming,Beginner,21.0,Hypertension,9,Vegan,Yoga,High-Protein
U0429,58,Male,Muscle Gain,Strength Training,Advanced,28.9,None,8,Keto,HIIT,Low-Carb
U0430,21,Non-Binary,Weight Loss,Yoga,Beginner,20.4,None,6,Vegan,Yoga,High-Protein
U0431,54,Non-Binary,General Fitness,Strength Training,Intermediate,28.8,Asthma,7,Vegetarian,Weightlifting,Balanced
U0432,39,Non-Binary,Weight Loss,Yoga,Advanced,21.5,None,4,Non-Vegetarian,Yoga,Low-Carb
U0433,59,Female,Weight Loss,Swimming,Intermediate,29.2,Diabetes,1,Keto,Swimming,Balanced
U0434,56,Non-Binary,Endurance,Yoga,Intermediate,24.5,None,7,Keto,Weightlifting,High-Protein
U0435,47,Female,Endurance,Swimming,Beginner,24.1,None,5,Keto,Weightlifting,Calorie-Deficit
U0436,48,Non-Binary,General Fitness,Swimming,Advanced,27.5,Diabetes,9,Vegetarian,Swimming,Calorie-Deficit
U0437,39,Male,Weight Loss,Swimming,Beginner,27.9,Diabetes,3,Vegan,HIIT,Balanced
U0438,49,Female,Weight Loss,Yoga,Intermediate,29.0,None,4,Keto,Swimming,High-Protein
U0439,43,Female,Weight Loss,Swimming,Beginner,20.7,Hypertension,8,Keto,HIIT,High-Protein
U0440,23,Female,Muscle Gain,Cardio,Beginner,22.6,Asthma,3,Vegetarian,Swimming,High-Protein
U0441,57,Non-Binary,Muscle Gain,Strength Training,Intermediate,26.2,Diabetes,3,Vegetarian,Weightlifting,High-Protein
U0442,51,Female,Muscle Gain,Cardio,Advanced,21.8,Hypertension,5,Keto,Swimming,Calorie-Deficit
U0443,53,Female,Weight Loss,Cardio,Beginner,27.0,Hypertension,10,Non-Vegetarian,Yoga,Low-Carb
U0444,33,Female,Endurance,Swimming,Beginner,27.0,Diabetes,1,Vegetarian,Yoga,Low-Carb
U0445,35,Non-Binary,Muscle Gain,Cardio,Beginner,18.6,None,10,Non-Vegetarian,HIIT,Calorie-Deficit
U0446,47,Non-Binary,Endurance,Cardio,Advanced,23.7,Diabetes,8,Vegan,Swimming,Balanced
U0447,24,Male,General Fitness,Swimming,Beginner,20.5,Asthma,7,Vegetarian,Yoga,Low-Carb
U0448,54,Non-Binary,Muscle Gain,Cardio,Advanced,20.9,Hypertension,4,Non-Vegetarian,HIIT,Calorie-Deficit
U0449,51,Non-Binary,General Fitness,Yoga,Advanced,26.0,Hypertension,5,Non-Vegetarian,Yoga,High-Protein
U0450,57,Male,Endurance,Cardio,Intermediate,24.3,Asthma,10,Non-Vegetarian,Swimming,Calorie-Deficit
U0451,23,Male,General Fitness,Swimming,Intermediate,25.5,Asthma,1,Non-Vegetarian,Yoga,High-Protein
U0452,49,Non-Binary,Weight Loss,Swimming,Intermediate,22.0,Diabetes,8,Non-Vegetarian,Weightlifting,Calorie-Deficit
U0453,41,Non-Binary,Weight Loss,Cardio,Intermediate,20.9,None,9,Vegetarian,Swimming,Low-Carb
U0454,49,Male,Endurance,Yoga,Intermediate,19.4,Hypertension,5,Keto,Weightlifting,Low-Carb
U0455,36,Male,Weight Loss,Swimming,Beginner,23.1,None,6,Vegan,Weightlifting,High-Protein
U0456,47,Non-Binary,Muscle Gain,Strength Training,Advanced,23.6,None,5,Vegan,Weightlifting,Balanced
U0457,32,Non-Binary,Endurance,Swimming,Advanced,28.2,Diabetes,2,Vegetarian,Yoga,Calorie-Deficit
U0458,53,Male,Muscle Gain,Strength Training,Intermediate,28.1,Hypertension,5,Vegan,Swimming,Calorie-Deficit
U0459,19,Male,General Fitness,Cardio,Beginner,25.7,Asthma,4,Non-Vegetarian,Swimming,High-Protein
U0460,31,Male,Muscle Gain,Strength Training,Advanced,28.3,Diabetes,3,Non-Vegetarian,HIIT,Low-Carb
U0461,54,Female,Muscle Gain,Strength Training,Beginner,20.3,Hypertension,1,Vegan,Weightlifting,High-Protein
U0462,37,Non-Binary,General Fitness,Cardio,Advanced,24.3,Asthma,10,Vegan,Swimming,Low-Carb
U0463,30,Male,Endurance,Yoga,Beginner,23.0,Diabetes,6,Non-Vegetarian,HIIT,Calorie-Deficit
U0464,29,Female,Weight Loss,Strength Training,Intermediate,29.6,Hypertension,7,Vegan,Weightlifting,Low-Carb
U0465,33,Female,General Fitness,Yoga,Intermediate,20.0,Hypertension,4,Non-Vegetarian,Swimming,Calorie-Deficit
U0466,53,Female,General Fitness,Cardio,Advanced,21.0,None,10,Vegetarian,Swimming,Calorie-Deficit
U0467,55,Non-Binary,General Fitness,Strength Training,Intermediate,22.4,Asthma,2,Vegetarian,HIIT,Low-Carb
U0468,38,Non-Binary,Endurance,Yoga,Advanced,20.9,Hypertension,5,Keto,Swimming,Calorie-Deficit
U0469,35,Non-Binary,General Fitness,Cardio,Advanced,27.5,Diabetes,4,Non-Vegetarian,Swimming,Calorie-Deficit
U0470,39,Female,Endurance,Cardio,Advanced,25.3,None,6,Keto,HIIT,Calorie-Deficit
U0471,59,Female,Weight Loss,Strength Training,Advanced,27.3,Diabetes,1,Keto,HIIT,Balanced
U0472,29,Male,General Fitness,Cardio,Beginner,23.7,Hypertension,1,Non-Vegetarian,Yoga,Balanced
U0473,24,Male,Endurance,Yoga,Advanced,20.3,None,2,Vegetarian,Swimming,Calorie-Deficit
U0474,19,Female,Endurance,Yoga,Beginner,24.0,Asthma,9,Vegetarian,Swimming,Low-Carb
U0475,21,Female,Weight Loss,Swimming,Intermediate,26.2,Hypertension,2,Vegan,Swimming,Calorie-Deficit
U0476,49,Non-Binary,Endurance,Yoga,Advanced,27.7,Diabetes,6,Vegetarian,Yoga,Balanced
U0477,30,Male,General Fitness,Strength Training,Intermediate,29.9,Hypertension,3,Vegan,Yoga,High-Protein
U0478,35,Non-Binary,Weight Loss,Yoga,Beginner,18.9,Asthma,7,Non-Vegetarian,Swimming,Calorie-Deficit
U0479,20,Non-Binary,Muscle Gain,Cardio,Intermediate,29.4,None,4,Non-Vegetarian,HIIT,Low-Carb
U0480,37,Female,Weight Loss,Swimming,Beginner,19.9,Hypertension,7,Vegan,Weightlifting,High-Protein
U0481,43,Female,Endurance,Yoga,Beginner,26.3,Hypertension,1,Vegetarian,Weightlifting,High-Protein
U0482,23,Female,General Fitness,Strength Training,Advanced,25.8,None,8,Keto,Swimming,Low-Carb
